ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAPID	INFERRED_CLASS
52019	37_back	Back	MALTOORMALER	MALTO_OR_MALER	qoqeθ	qoqeθ	q o q e θ	kuma1274		24.1217	87.2699		1 7 1 7 3	AXBYN	KUKED	14	14.K.C 14.U.V 14.K.C 14.E.V 14.D.c	2.0 1.5 1.75 1.3 0.8	qoqeθ	0	20	Back:20
52020	37_back	Back	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	bēta	bēta	b eː t̪ ʌ	kuii1252		19.2043	83.5859		1 7 1 7	AXBZ	PETE	11	11.P.C 11.E.V 11.T.C 11.E.V	2.0 1.5 1.75 0.8	beːt̪ʌ	0	18	Back:18
52021	37_back	Back	KOLAMI	KOLAMI	vēn	vēn	ʋ eː n̪	nort2699		20.1022	78.4934		6 7 4	AXN	WEN	8	8.W.C 8.E.V 8.N.c	2.0 1.5 0.8	ʋeːn̪	0	17	Back:17
52022	37_back	Back	GONDI	GONDI	muṛchul	muṛchul	m u ɽ tʃ u l	sout2711		20.10446	80.27811		4 7 5 1 7 5	AXMBYN	MYRTYL	3	3.M.C 3.Y.V 3.R.c 3.T.C 3.Y.V 3.L.c	2.0 1.5 1.1 1.75 1.3 0.8	muɽtʃul	0	16	Back:16
52023	37_back	Back	TELUGU	TELUGU	bennᵘ	bennᵘ	b e n̪ n̪ ŭ	telu1262		16.4529	78.7024		1 7 4 4 7	AXMBZ	PENNY	16	16.P.C 16.E.V 16.N.c 16.N.C 16.Y.V	2.0 1.5 1.1 1.75 0.8	ben̪n̪ŭ	0	14	Back:14
52024	37_back	Back	BRAHUI	BRAHUI	b’aj	b’aj	bʱ ʌ dʑ	brah1256		29.04	66.56		1 7 2	AXN	PEC	2	2.P.C 2.E.V 2.C.c	2.0 1.5 0.8	bʱʌdʑ	0	15	Back:15
36069	138_beat	Beat	TAMIL	TAMIL	aḍi	aḍi	ʌ ɖ i	tami1289		10.520219	78.825989		7 1 7	XBZ	ETI	15	15.E.V 15.T.C 15.I.V	1.5 1.75 0.8	ʌɖi	0	26	Beat:26
36070	138_beat	Beat	KORAVA	KORAVA	aḍi	aḍi	ʌ ɖ i	yeru1240		17.3702	81.9748		7 1 7	XBZ	ETI	9	9.E.V 9.T.C 9.I.V	1.5 1.75 0.8	ʌɖi	0	26	Beat:26
36071	138_beat	Beat	KAIKADI	KAIKADI	iḍ	iḍ	i ɖ	kaik1244		18.3859	76.0003		7 1	XN	IT	5	5.I.V 5.T.c	1.5 0.8	iɖ	0	27	Beat:27
36072	138_beat	Beat	IRULA	IRULA	aḍi	aḍi	ʌ ɖ i	irul1243		12.70645	79.95209		7 1 7	XBZ	ETI	4	4.E.V 4.T.C 4.I.V	1.5 1.75 0.8	ʌɖi	0	26	Beat:26
36073	138_beat	Beat	MALAYALAM	MALAYALAM	aḍi	aḍi	ʌ ɖ i	mala1464		9.59208	76.7651		7 1 7	XBZ	ETI	13	13.E.V 13.T.C 13.I.V	1.5 1.75 0.8	ʌɖi	0	26	Beat:26
36074	138_beat	Beat	KANARESE	KANARESE	hoḍe	hoḍe	h o ɖ e	nucl1305		13.5878	76.1198		3 7 1 7	AXBZ	HUTE	6	6.H.C 6.U.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	hoɖe	0	28	Beat:28
36075	138_beat	Beat	BADAGA	BADAGA	hui	hui	h u i	bada1257		11.3094	76.5974		3 7 7	AXZ	HYI	1	1.H.C 1.Y.V 1.I.V	2.0 1.5 0.8	hui	0	23	Beat:23
36076	138_beat	Beat	KODAGU	KODAGU	poy	poy	p o j	koda1255		12.2443	75.9161		1 7 6	AXN	PUJ	7	7.P.C 7.U.V 7.J.c	2.0 1.5 0.8	poj	0	29	Beat:29
36077	138_beat	Beat	TULU	TULU	nō	nō	n̪ oː	tulu1258		12.8114	75.2651		4 7	AX	NU	18	18.N.C 18.U.V	2.0 1.5	n̪oː	0	34	Beat:34
36078	138_beat	Beat	TODA	TODA	pui	pui	p u i	toda1252		11.4184	77.0168		1 7 7	AXZ	PYI	17	17.P.C 17.Y.V 17.I.V	2.0 1.5 0.8	pui	0	23	Beat:23
36079	138_beat	Beat	KOTA	KOTA	pui	pui	p u i	kota1263		11.4978	76.9387		1 7 7	AXZ	PYI	10	10.P.C 10.Y.V 10.I.V	2.0 1.5 0.8	pui	0	23	Beat:23
36080	138_beat	Beat	KURUXORORAO	KURUX_OR_ORAO	lau	lau	l au	kuru1302		24.4644	86.4657		5 7	AX	LA	12	12.L.C 12.A.V	2.0 1.5	lau	0	31	Beat:31
36081	138_beat	Beat	MALTOORMALER	MALTO_OR_MALER	baj	baj	b ʌ dʑ	kuma1274		24.1217	87.2699		1 7 2	AXN	PEC	14	14.P.C 14.E.V 14.C.c	2.0 1.5 0.8	bʌdʑ	0	32	Beat:32
36082	138_beat	Beat	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	sāh	sāh	s ʌː h	kuii1252		19.2043	83.5859		3 7 3	AXN	SEH	11	11.S.C 11.E.V 11.H.c	2.0 1.5 0.8	sʌːh	0	30	Beat:30
36083	138_beat	Beat	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	uh	uh	u h	kuii1252		19.2043	83.5859		7 3	XN	YH	11	11.Y.V 11.H.c	1.5 0.8	uh	0	30	Beat:30
36084	138_beat	Beat	GONDI	GONDI	jī	jī	dʑ iː	sout2711		20.10446	80.27811		2 7	AX	CI	3	3.C.C 3.I.V	2.0 1.5	dʑiː	0	25	Beat:25
36085	138_beat	Beat	TELUGU	TELUGU	koṭṭ	koṭṭ	k o ʈ ʈ	telu1262		16.4529	78.7024		1 7 1 1	AXLN	KUTT	16	16.K.C 16.U.V 16.T.c 16.T.c	2.0 1.5 1.1 0.8	koʈʈ	0	33	Beat:33
36086	138_beat	Beat	BRAHUI	BRAHUI	ꭓal	ꭓal	x ʌ l	brah1256		29.04	66.56		3 7 5	AXN	GEL	2	2.G.C 2.E.V 2.L.c	2.0 1.5 0.8	xʌl	0	24	Beat:24
21474	109_before	Before	TAMIL	TAMIL	muṉ	muṉ	m u n	tami1289		10.520219	78.825989		4 7 4	AXN	MYN	15	15.M.C 15.Y.V 15.N.c	2.0 1.5 0.8	mun	0	35	Before:35
21475	109_before	Before	KORAVA	KORAVA	munni	munni	m u n̪ n̪ i	yeru1240		17.3702	81.9748		4 7 4 4 7	AXMBZ	MYNNI	9	9.M.C 9.Y.V 9.N.c 9.N.C 9.I.V	2.0 1.5 1.1 1.75 0.8	mun̪n̪i	0	35	Before:35
21476	109_before	Before	KAIKADI	KAIKADI	païlī	païlī	p ʌ ɪ l iː	kaik1244		18.3859	76.0003		1 7 7 5 7	AXYBZ	PEILI	5	5.P.C 5.E.V 5.I.V 5.L.C 5.I.V	2.0 1.5 1.3 1.75 0.8	pʌɪliː	0	36	Before:36
21477	109_before	Before	MALAYALAM	MALAYALAM	munbᵉ	munbᵉ	m u n̪ b ĕ	mala1464		9.59208	76.7651		4 7 4 1 7	AXMBZ	MYNPE	13	13.M.C 13.Y.V 13.N.c 13.P.C 13.E.V	2.0 1.5 1.1 1.75 0.8	mun̪bĕ	0	35	Before:35
21478	109_before	Before	KANARESE	KANARESE	mundᵉ	mundᵉ	m u n̪ d̪ ĕ	nucl1305		13.5878	76.1198		4 7 4 1 7	AXMBZ	MYNTE	6	6.M.C 6.Y.V 6.N.c 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8	mun̪d̪ĕ	0	35	Before:35
21479	109_before	Before	BADAGA	BADAGA	munde	munde	m u n̪ d̪ e	bada1257		11.3094	76.5974		4 7 4 1 7	AXMBZ	MYNTE	1	1.M.C 1.Y.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.1 1.75 0.8	mun̪d̪e	0	35	Before:35
21480	109_before	Before	BADAGA	BADAGA	munche	munche	m u n̪ tʃ e	bada1257		11.3094	76.5974		4 7 4 1 7	AXMBZ	MYNTE	1	1.M.C 1.Y.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.1 1.75 0.8	mun̪tʃe	0	35	Before:35
21481	109_before	Before	TULU	TULU	dumbu	dumbu	d̪ u m b u	tulu1258		12.8114	75.2651		1 7 4 1 7	AXMBZ	TYMPY	18	18.T.C 18.Y.V 18.M.c 18.P.C 18.Y.V	2.0 1.5 1.1 1.75 0.8	d̪umbu	0	39	Before:39
21482	109_before	Before	TODA	TODA	muddk	muddk	m u d̪ d̪ k	toda1252		11.4184	77.0168		4 7 1 1 1	AXLLN	MYTTK	17	17.M.C 17.Y.V 17.T.c 17.T.c 17.K.c	2.0 1.5 1.1 1.1 0.8	mud̪d̪k	0	35	Before:35
21483	109_before	Before	TODA	TODA	muchche	muchche	m u tʃ tʃ e	toda1252		11.4184	77.0168		4 7 1 1 7	AXMBZ	MYTTE	17	17.M.C 17.Y.V 17.T.c 17.T.C 17.E.V	2.0 1.5 1.1 1.75 0.8	mutʃtʃe	0	35	Before:35
21484	109_before	Before	KURUXORORAO	KURUX_OR_ORAO	mund-bhārē	mund-bhārē	m u n̪ d̪ + b h ʌː r eː	kuru1302		24.4644	86.4657		4 7 4 1 9 1 3 7 5 7	AXLN_ACXBZ	MYNT_PHERE	12	12.M.C 12.Y.V 12.N.c 12.T.c 12._._ 12.P.C 12.H.C 12.E.V 12.R.C 12.E.V	2.0 1.5 1.1 0.8 0.0 2.0 1.5 1.5 1.75 0.8	mun̪d̪+bhʌːreː	0	35	Before:35
21485	109_before	Before	MALTOORMALER	MALTO_OR_MALER	agdu (Aryan)	agdu	ʌ g d̪ u	kuma1274		24.1217	87.2699		7 1 1 7	XMBZ	EKTY	14	14.E.V 14.K.c 14.T.C 14.Y.V	1.5 1.1 1.75 0.8	ʌgd̪u	0	38	Before:38
21486	109_before	Before	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	muhũtā	muhũtā	m u h ũ t̪ ʌː	kuii1252		19.2043	83.5859		4 7 3 7 1 7	AXBYBZ	MYHYTE	11	11.M.C 11.Y.V 11.H.C 11.Y.V 11.T.C 11.E.V	2.0 1.5 1.75 1.3 1.75 0.8	muhũt̪ʌː	0	35	Before:35
21487	109_before	Before	KOLAMI	KOLAMI	muttī siddēn	muttī siddēn	m u t̪ t̪ iː + s i d̪ d̪ eː n̪	nort2699		20.1022	78.4934		4 7 1 1 7 9 3 7 1 1 7 4	AXMBZ_AXMBYN	MYTTI_SITTEN	8	8.M.C 8.Y.V 8.T.c 8.T.C 8.I.V 8._._ 8.S.C 8.I.V 8.T.c 8.T.C 8.E.V 8.N.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.1 1.75 1.3 0.8	mut̪t̪iː+sid̪d̪eːn̪	0	37	Before:37
21488	109_before	Before	GONDI	GONDI	munnē	munnē	m u n̪ n̪ eː	sout2711		20.10446	80.27811		4 7 4 4 7	AXMBZ	MYNNE	3	3.M.C 3.Y.V 3.N.c 3.N.C 3.E.V	2.0 1.5 1.1 1.75 0.8	mun̪n̪eː	0	35	Before:35
21489	109_before	Before	TELUGU	TELUGU	mundaṭᵃ	mundaṭᵃ	m u n̪ d̪ ʌ ʈ ă	telu1262		16.4529	78.7024		4 7 4 1 7 1 7	AXMBYBZ	MYNTETA	16	16.M.C 16.Y.V 16.N.c 16.T.C 16.E.V 16.T.C 16.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	mun̪d̪ʌʈă	0	35	Before:35
21490	109_before	Before	BRAHUI	BRAHUI	mōne-ṭī	mōne-ṭī	m oː n̪ e + ʈ iː	brah1256		29.04	66.56		4 7 4 7 9 1 7	AXBZ_AX	MUNE_TI	2	2.M.C 2.U.V 2.N.C 2.E.V 2._._ 2.T.C 2.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	moːn̪e+ʈiː	0	35	Before:35
21491	109_before	Before	BRAHUI	BRAHUI	mōn-ān	mōn-ān	m oː n̪ + ʌː n̪	brah1256		29.04	66.56		4 7 4 9 7 4	AXN_XN	MUN_EN	2	2.M.C 2.U.V 2.N.c 2._._ 2.E.V 2.N.c	2.0 1.5 0.8 0.0 1.5 0.8	moːn̪+ʌːn̪	0	35	Before:35
21862	110_behind	Behind	TAMIL	TAMIL	piṉpᵘ	piṉpᵘ	p i n p ŭ	tami1289		10.520219	78.825989		1 7 4 1 7	AXMBZ	PINPY	15	15.P.C 15.I.V 15.N.c 15.P.C 15.Y.V	2.0 1.5 1.1 1.75 0.8	pinpŭ	0	48	Behind:48
21863	110_behind	Behind	KORAVA	KORAVA	parka	parka	p ʌ r k ʌ	yeru1240		17.3702	81.9748		1 7 5 1 7	AXMBZ	PERKE	9	9.P.C 9.E.V 9.R.c 9.K.C 9.E.V	2.0 1.5 1.1 1.75 0.8	pʌrkʌ	0	43	Behind:43
21864	110_behind	Behind	KAIKADI	KAIKADI	p’ārgi	p’ārgi	pʱ ʌː r g i	kaik1244		18.3859	76.0003		1 7 5 1 7	AXMBZ	PERKI	5	5.P.C 5.E.V 5.R.c 5.K.C 5.I.V	2.0 1.5 1.1 1.75 0.8	pʱʌːrgi	0	43	Behind:43
21865	110_behind	Behind	MALAYALAM	MALAYALAM	pinnālē	pinnālē	p i n̪ n̪ ʌː l eː	mala1464		9.59208	76.7651		1 7 4 4 7 5 7	AXMBYBZ	PINNELE	13	13.P.C 13.I.V 13.N.c 13.N.C 13.E.V 13.L.C 13.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	pin̪n̪ʌːleː	0	46	Behind:46
21866	110_behind	Behind	KANARESE	KANARESE	hindᵉ	hindᵉ	h i n̪ d̪ ĕ	nucl1305		13.5878	76.1198		3 7 4 1 7	AXMBZ	HINTE	6	6.H.C 6.I.V 6.N.c 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8	hin̪d̪ĕ	0	40	Behind:40
21867	110_behind	Behind	BADAGA	BADAGA	hinde	hinde	h i n̪ d̪ e	bada1257		11.3094	76.5974		3 7 4 1 7	AXMBZ	HINTE	1	1.H.C 1.I.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.1 1.75 0.8	hin̪d̪e	0	40	Behind:40
21868	110_behind	Behind	TULU	TULU	piravu	piravu	p i r ʌ ʋ u	tulu1258		12.8114	75.2651		1 7 5 7 6 7	AXBYBZ	PIREWY	18	18.P.C 18.I.V 18.R.C 18.E.V 18.W.C 18.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	pirʌʋu	0	50	Behind:50
21869	110_behind	Behind	TODA	TODA	pindalk	pindalk	p i n̪ d̪ ʌ l k	toda1252		11.4184	77.0168		1 7 4 1 7 5 1	AXMBYLN	PINTELK	17	17.P.C 17.I.V 17.N.c 17.T.C 17.E.V 17.L.c 17.K.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	pin̪d̪ʌlk	0	40	Behind:40
21870	110_behind	Behind	KURUXORORAO	KURUX_OR_ORAO	ꭓōꭓā	ꭓōꭓā	x oː x ʌː	kuru1302		24.4644	86.4657		3 7 3 7	AXBZ	GUGE	12	12.G.C 12.U.V 12.G.C 12.E.V	2.0 1.5 1.75 0.8	xoːxʌː	0	45	Behind:45
21871	110_behind	Behind	MALTOORMALER	MALTO_OR_MALER	qōq	qōq	q oː q	kuma1274		24.1217	87.2699		1 7 1	AXN	KUK	14	14.K.C 14.U.V 14.K.c	2.0 1.5 0.8	qoːq	0	47	Behind:47
21872	110_behind	Behind	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	bētoṭi	bētoṭi	b eː t̪ o ʈ i	kuii1252		19.2043	83.5859		1 7 1 7 1 7	AXBYBZ	PETUTI	11	11.P.C 11.E.V 11.T.C 11.U.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	beːt̪oʈi	0	44	Behind:44
21873	110_behind	Behind	GONDI	GONDI	pijjā	pijjā	p i dʑ dʑ ʌː	sout2711		20.10446	80.27811		1 7 2 2 7	AXMBZ	PICCE	3	3.P.C 3.I.V 3.C.c 3.C.C 3.E.V	2.0 1.5 1.1 1.75 0.8	pidʑdʑʌː	0	42	Behind:42
21874	110_behind	Behind	TELUGU	TELUGU	venukᵃ	venukᵃ	ʋ e n̪ u k ă	telu1262		16.4529	78.7024		6 7 4 7 1 7	AXBYBZ	WENYKA	16	16.W.C 16.E.V 16.N.C 16.Y.V 16.K.C 16.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʋen̪ukă	0	49	Behind:49
